USER_ID,ORDER_ID,PURCHASE_TS,PURCHASE _YEAR,PURCHASE_MONTH,SHIP_TS,TIME_TO_SHIP,PRODUCT_NAME,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,COUNTRY_CODE,REGION
d6cb1465,6e6271df12890716,1/4/2019,2019,1,1/7/2019,3,27in 4K gaming monitor,891b,340.54,website,direct,desktop,US,NA
89d89f44,ab94a62f45658547,1/4/2019,2019,1,1/6/2019,2,Nintendo Switch,8d0d,127.88,website,direct,mobile,CA,NA
bb0fcf53,53f9610bce379222,1/4/2019,2019,1,1/5/2019,1,JBL Quantum 100 Gaming Headset,2997,16.48,mobile app,direct,desktop,SE,EMEA
bb0fcf53,53f9610bce379223,1/4/2019,2019,1,1/5/2019,1,JBL Quantum 100 Gaming Headset,2997,16.48,mobile app,direct,desktop,SE,EMEA
d75f8382,5f4bc170b2790984,1/4/2019,2019,1,1/5/2019,1,Nintendo Switch,8d0d,149.58,website,direct,desktop,CA,NA
19c01e18,af8e63069dd13459,1/5/2019,2019,1,1/8/2019,3,27in 4K gaming monitor,891b,312,website,direct,desktop,US,NA
1553048,e619a5c111a73,1/5/2019,2019,1,1/7/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
1553048,e619a5c111a74,1/5/2019,2019,1,1/7/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
16655be4,7ed00f8141712119,1/5/2019,2019,1,1/8/2019,3,Nintendo Switch,8d0d,154.25,website,direct,desktop,ES,EMEA
33d0dc49,e97c042a1a924023,1/5/2019,2019,1,1/7/2019,2,27in 4K gaming monitor,891b,480,website,direct,desktop,US,NA
b283647b,d561fc2dc5775642,1/5/2019,2019,1,1/6/2019,1,27in 4K gaming monitor,891b,470.56,website,direct,desktop,JE,EMEA
380cab49,ed2afd4bd0425703,1/5/2019,2019,1,1/7/2019,2,Nintendo Switch,8d0d,168,website,email,mobile,KW,EMEA
46efc89b,d41f03e438931788,1/5/2019,2019,1,1/7/2019,2,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,CZ,EMEA
5fc58846,59719bb076141700,1/5/2019,2019,1,1/7/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
7e20780f,7d851755ad253880,1/5/2019,2019,1,1/7/2019,2,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,NA
7e20780f,7d851755ad253881,1/5/2019,2019,1,1/7/2019,2,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,NA
86ecdfab,f2ca86f0b6157378,1/5/2019,2019,1,1/8/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
9d39178f,f9134ea518066470,1/5/2019,2019,1,1/6/2019,1,Nintendo Switch,8d0d,115.52,website,direct,desktop,PT,EMEA
a3119a10,86881e13d5f69002,1/5/2019,2019,1,1/8/2019,3,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
bbfb5d46,a7b5de9776a79589,1/5/2019,2019,1,1/7/2019,2,27in 4K gaming monitor,891b,480,website,email,mobile,CA,NA
c7e2a232,8f3ca4fb9ab84553,1/5/2019,2019,1,1/8/2019,3,Nintendo Switch,8d0d,142.8,website,direct,mobile,US,NA
cd0dd376,c9b10e5871086609,1/5/2019,2019,1,1/8/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
d61d471b,6445fbb2d3990427,1/5/2019,2019,1,1/6/2019,1,Nintendo Switch,8d0d,168,website,direct,desktop,BR,LATAM
6dc8ebcb,88709dd1e3747372,1/6/2019,2019,1,1/9/2019,3,27in 4K gaming monitor,891b,412.8,website,direct,desktop,US,NA
15fcb402,f2df6bdb4ce11969,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,ab0f,21.94,website,direct,desktop,KR,APAC
15fcb402,f2df6bdb4ce11970,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,ab0f,21.94,website,direct,desktop,KR,APAC
2685e4b8,af56e07f90918601,1/6/2019,2019,1,1/9/2019,3,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
36272d4a,a713062f42d24923,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,ab0f,16.88,website,direct,mobile,AU,APAC
79298ab7,ad7e6fe07d551803,1/6/2019,2019,1,1/7/2019,1,Nintendo Switch,8d0d,148.32,website,direct,mobile,GB,EMEA
854c5fc7,e90dd5712cf56702,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,8315,24.42,mobile app,direct,desktop,US,NA
854c5fc7,e90dd5712cf56703,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,8315,24.42,mobile app,direct,desktop,US,NA
92884f57,9b71cdd887e62167,1/6/2019,2019,1,1/8/2019,2,Nintendo Switch,8d0d,139.66,website,direct,mobile,PL,EMEA
bdc63d3a,ac787bd46bc80346,1/6/2019,2019,1,1/8/2019,2,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
c01d6588,7cdbfbddecf81354,1/6/2019,2019,1,1/9/2019,3,JBL Quantum 100 Gaming Headset,ab0f,22.31,website,direct,desktop,US,NA
d41fa19e,c5a7e63ac5789539,1/6/2019,2019,1,1/7/2019,1,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
e056a0fb,b91fa52844f94845,1/6/2019,2019,1,1/9/2019,3,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,PR,NA
f9d6b940,cb0676e0f62105555,1/6/2019,2019,1,1/8/2019,2,JBL Quantum 100 Gaming Headset,ab0f,18.36,website,direct,desktop,PL,EMEA
15fb64c5,630e8a7f50411967,1/7/2019,2019,1,1/9/2019,2,27in 4K gaming monitor,891b,268.26,website,direct,desktop,BE,EMEA
0b37ab05,e727529fed97623,1/7/2019,2019,1,1/10/2019,3,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,NA
0cdd60d9,fa9e36f5fa28276,1/7/2019,2019,1,1/8/2019,1,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
15dd056b,58a847e70b211905,1/7/2019,2019,1,1/8/2019,1,Nintendo Switch,8d0d,155.42,website,direct,desktop,FR,EMEA
4028cf78,ea83d91afde29057,1/7/2019,2019,1,1/9/2019,2,27in 4K gaming monitor,891b,480,website,direct,desktop,US,NA
25ba24c8,c112e4ae28818263,1/7/2019,2019,1,1/9/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
25ba24c8,c112e4ae28818264,1/7/2019,2019,1,1/9/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
32d118e7,9995ab5b82323645,1/7/2019,2019,1,1/10/2019,3,Nintendo Switch,8d0d,168,website,email,mobile,NZ,APAC
7e562ac2,c02499cc6e753956,1/7/2019,2019,1,1/9/2019,2,27in 4K gaming monitor,891b,480,website,direct,desktop,US,NA
7a734d17,a0e5ea6a66552318,1/7/2019,2019,1,1/8/2019,1,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,NA
8f85baa1,580a76d3d5b60942,1/7/2019,2019,1,1/10/2019,3,Nintendo Switch,8e5d,173.7,mobile app,social media,tablet,US,NA
95b55f27,bca44bfb6b663443,1/7/2019,2019,1,1/9/2019,2,Sony PlayStation 5 Bundle,54ed,1446.7,website,affiliate,unknown,US,NA
a1e4644b,c63b2ac52eb68476,1/7/2019,2019,1,1/10/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
ceaf8783,c1919f844ec87339,1/7/2019,2019,1,1/9/2019,2,Nintendo Switch,8d0d,168,website,email,mobile,US,NA
d72d0e42,ac7bf6cf90590898,1/7/2019,2019,1,1/9/2019,2,Nintendo Switch,8d0d,177.28,website,direct,mobile,GB,EMEA
dd6479b4,9ef16286e7293545,1/7/2019,2019,1,1/8/2019,1,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
fd09c610,6412cee9025106880,1/7/2019,2019,1,1/9/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
20724414,7e0863a7caa582,1/8/2019,2019,1,1/11/2019,3,27in 4K gaming monitor,891b,423.5,website,direct,desktop,US,NA
20724414,7e0863a7caa583,1/8/2019,2019,1,1/11/2019,3,27in 4K gaming monitor,891b,423.5,website,direct,desktop,US,NA
31a6b151,d8f956f3c9223183,1/8/2019,2019,1,1/10/2019,2,27in 4K gaming monitor,891b,442.37,website,direct,desktop,SE,EMEA
2b4fb703,f396627542020537,1/8/2019,2019,1,1/9/2019,1,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,US,NA
3a8e0a94,92166e888cb26683,1/8/2019,2019,1,1/10/2019,2,27in 4K gaming monitor,e7e6,485.58,website,direct,mobile,GB,EMEA
48c7db16,fd31920ea1932457,1/8/2019,2019,1,1/11/2019,3,Lenovo IdeaPad Gaming 3,04ac,1230.65,website,direct,desktop,GB,EMEA
61fb6365,d9f952379f242528,1/8/2019,2019,1,1/10/2019,2,Nintendo Switch,8d0d,174.49,website,direct,desktop,GB,EMEA
996d4fb9,dbda3bedd7d64886,1/8/2019,2019,1,1/11/2019,3,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,US,NA
afd34698,50bec635f6c74516,1/8/2019,2019,1,1/10/2019,2,JBL Quantum 100 Gaming Headset,8315,24.26,mobile app,email,mobile,US,NA
b0ef8492,a1e1ae96e7474991,1/8/2019,2019,1,1/9/2019,1,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,KZ,EMEA
c9e78368,89fb2b2195285348,1/8/2019,2019,1,1/11/2019,3,Nintendo Switch,8d0d,155.42,website,direct,mobile,IE,EMEA
c9e78368,89fb2b2195285349,1/8/2019,2019,1,1/11/2019,3,Nintendo Switch,8d0d,155.42,website,direct,mobile,IE,EMEA
d54230aa,5417ce80bc690011,1/8/2019,2019,1,1/10/2019,2,JBL Quantum 100 Gaming Headset,ab0f,21.94,website,direct,desktop,FR,EMEA
d54230aa,5417ce80bc690012,1/8/2019,2019,1,1/10/2019,2,JBL Quantum 100 Gaming Headset,ab0f,21.94,website,direct,desktop,FR,EMEA
f4db6a8e,90b1520bdd9103494,1/8/2019,2019,1,1/11/2019,3,JBL Quantum 100 Gaming Headset,ab0f,25.38,website,email,mobile,GB,EMEA
d873033f,baa2cf0ca3c91452,1/9/2019,2019,1,1/11/2019,2,27in 4K gaming monitor,891b,353.88,website,direct,desktop,US,NA
50134054,78f8e37b2b41316,1/9/2019,2019,1,1/12/2019,3,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
0440aa1d,fd02a53353f4866,1/9/2019,2019,1,1/12/2019,3,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,NA
095d2834,6ae1fb6d6c76855,1/9/2019,2019,1,1/10/2019,1,Nintendo Switch,8d0d,168,website,email,mobile,SV,LATAM
19393d51,7a76bc7850c13241,1/9/2019,2019,1,1/12/2019,3,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,NA
6bf693bb,941973ca10646580,1/9/2019,2019,1,1/12/2019,3,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
c8ad011a,b6e99a5cda884877,1/9/2019,2019,1,1/10/2019,1,JBL Quantum 100 Gaming Headset,ab0f,25.29,website,direct,desktop,GB,EMEA
ef068857,cff3710c16c100988,1/9/2019,2019,1,1/12/2019,3,JBL Quantum 100 Gaming Headset,ab0f,20.4,website,affiliate,unknown,US,NA
31f5589,c568e7cac1c33110,1/9/2019,2019,1,1/12/2019,3,27in 4k gaming monitor,2a50,357.68,mobile app,direct,desktop,US,NA
2bfc6186,8d3a3c8067020818,1/10/2019,2019,1,1/13/2019,3,27in 4K gaming monitor,891b,313.04,website,direct,mobile,JP,APAC
b29f9392,c58d1c0661175698,1/10/2019,2019,1,1/11/2019,1,27in 4K gaming monitor,891b,432,website,direct,desktop,US,NA
24793791,932e4c0f056674,1/10/2019,2019,1,1/11/2019,1,JBL Quantum 100 Gaming Headset,ab0f,23.65,website,direct,mobile,RU,APAC
11fd9f5d,b5124ca6b5f10344,1/10/2019,2019,1,1/12/2019,2,Nintendo Switch,8d0d,153.91,website,direct,desktop,FR,EMEA
16ea99e1,d560eb8bdbc12336,1/10/2019,2019,1,1/12/2019,2,Nintendo Switch,8d0d,168,website,social media,tablet,US,NA
4faf03bf,52266ec312e35356,1/10/2019,2019,1,1/11/2019,1,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,NA
5fb98e99,d0b178e640b41675,1/10/2019,2019,1,1/11/2019,1,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,NA
64e27efa,7a5a05f820343619,1/10/2019,2019,1,1/13/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,BR,LATAM
68394af4,eee6098951944971,1/10/2019,2019,1,1/12/2019,2,Nintendo Switch,8e5d,167.48,mobile app,direct,desktop,ZA,EMEA
a2994fa9,fb401c74aef68772,1/10/2019,2019,1,1/13/2019,3,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
b6777536,dbb1409177f77314,1/10/2019,2019,1,1/13/2019,3,Nintendo Switch,8d0d,171.79,website,social media,tablet,GB,EMEA
d6c38d9a,e880c670c6c90710,1/10/2019,2019,1,1/13/2019,3,Nintendo Switch,8d0d,156.07,website,direct,desktop,KR,APAC
da5b6014,75dd6407e2592249,1/11/2019,2019,1,1/12/2019,1,27in 4K gaming monitor,891b,324.15,website,direct,desktop,AU,APAC
34248988,55b1e92d0d7912,1/11/2019,2019,1,1/12/2019,1,Nintendo Switch,8d0d,153.91,website,direct,desktop,FR,EMEA
34248988,55b1e92d0d7913,1/11/2019,2019,1,1/12/2019,1,Nintendo Switch,8d0d,153.91,website,direct,desktop,FR,EMEA
08ab62ff,fd55e2ba3406562,1/11/2019,2019,1,1/14/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
08ab62ff,fd55e2ba3406563,1/11/2019,2019,1,1/14/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
0ebcc31c,8fcabf84b839051,1/11/2019,2019,1,1/12/2019,1,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
5cd53fc2,c4b7ccb682f40510,1/11/2019,2019,1,1/13/2019,2,Nintendo Switch,8d0d,168,website,email,mobile,US,NA
75b31c64,aa035742fc650460,1/11/2019,2019,1,1/14/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,mobile,US,NA
84844f57,88553703c4656368,1/11/2019,2019,1,1/13/2019,2,JBL Quantum 100 Gaming Headset,2997,19.93,mobile app,direct,desktop,KR,APAC
c26e2da2,7754cf8896c82309,1/11/2019,2019,1,1/14/2019,3,Nintendo Switch,8d0d,156.07,website,direct,desktop,KR,APAC
d332959b,dec355d747289141,1/11/2019,2019,1,1/12/2019,1,Nintendo Switch,8d0d,156.53,website,direct,desktop,SE,EMEA
e39a6f5a,c94cfb81a6d96135,1/11/2019,2019,1,1/12/2019,1,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
e80bbc20,ceba811ea6698021,1/11/2019,2019,1,1/14/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,BR,LATAM
34578cad,722a05ef4cb24221,1/12/2019,2019,1,1/14/2019,2,27in 4K gaming monitor,891b,409.07,website,direct,desktop,FI,EMEA
8a95e69e,d1650f2338358850,1/12/2019,2019,1,1/14/2019,2,27in 4K gaming monitor,891b,331.8,website,direct,desktop,US,NA
1651b3da,81afff8762612083,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8d0d,142.19,website,direct,desktop,AU,APAC
223fa8b1,593f23d01f416904,1/12/2019,2019,1,1/15/2019,3,JBL Quantum 100 Gaming Headset,ab0f,19.04,website,direct,desktop,CA,NA
3febead3,64a475b355928973,1/12/2019,2019,1,1/14/2019,2,JBL Quantum 100 Gaming Headset,8315,24.14,mobile app,direct,desktop,US,NA
469c9592,7536dd0eb9d31623,1/12/2019,2019,1,1/14/2019,2,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
647e97c6,5a0f84d3f8843476,1/12/2019,2019,1,1/14/2019,2,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
83910a71,92c39f9cd2056021,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
a056f6ec,effc0a7645c67802,1/12/2019,2019,1,1/14/2019,2,Nintendo Switch,8d0d,171.79,website,direct,desktop,GB,EMEA
a25ebf0a,ec9ca1c3b3468664,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8e5d,168.04,mobile app,direct,desktop,US,NA
a25ebf0a,ec9ca1c3b3468665,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8e5d,168.04,mobile app,direct,desktop,US,NA
a6c8c065,888865674b370673,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8d0d,170.42,website,email,mobile,RU,APAC
c013042f,672bd3657dc81329,1/12/2019,2019,1,1/13/2019,1,JBL Quantum 100 Gaming Headset,ab0f,22.52,website,direct,desktop,NL,EMEA
cf798e88,5823a173dee87684,1/12/2019,2019,1,1/14/2019,2,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
d575ef99,9740e34f70090120,1/12/2019,2019,1,1/13/2019,1,Nintendo Switch,8d0d,155.42,website,direct,mobile,IT,EMEA
d575ef99,9740e34f70090121,1/12/2019,2019,1,1/13/2019,1,Nintendo Switch,8d0d,155.42,website,direct,mobile,IT,EMEA
d7866637,9987259cf2f91052,1/12/2019,2019,1,1/15/2019,3,Nintendo Switch,8d0d,168,website,direct,mobile,US,NA
ea19a4df,5737abcc6ec98885,1/12/2019,2019,1,1/13/2019,1,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,NA
14aa334f,a86855a56f111453,1/13/2019,2019,1,1/14/2019,1,27in 4K gaming monitor,891b,478.36,website,direct,mobile,US,NA
ae632286,5a3f3002a8d73888,1/13/2019,2019,1,1/14/2019,1,27in 4K gaming monitor,891b,480,website,direct,desktop,US,NA
34009581,7d258ebd85e901,1/13/2019,2019,1,1/16/2019,3,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,NA
4330b879,7b23f35642930255,1/13/2019,2019,1,1/16/2019,3,JBL Quantum 100 Gaming Headset,ab0f,25.38,website,direct,desktop,GB,EMEA
4a96c9f5,c050e4f26cd33168,1/13/2019,2019,1,1/15/2019,2,JBL Quantum 100 Gaming Headset,ab0f,22.36,website,direct,desktop,FR,EMEA
50dcfb9d,df02ce147c235806,1/13/2019,2019,1,1/16/2019,3,Nintendo Switch,8d0d,168,website,direct,desktop,US,NA
